traditional,simplified,pinyin,translation,level,numerical_pinyin,pinyin_check,exclude
遠處,远处,yuǎnchù,"distance, bottom, distant place, distant point",5,yuan3 chu4,yuǎnchù,False
願,愿,yuàn,"will, wish, may, desire",5,yuan4,yuàn,False
約束,约束,yuēshù,"control, restrain, bind",5,yue1 shu4,yuēshù,False
月餅,月饼,yuèbing,moon cake,5,yue4 bing3,yuèbǐng,True
閱覽室,阅览室,yuèlǎnshì,"reading room, CL:間|间[jian1]",5,yue4 lan3 shi4,yuèlǎnshì,False
運行,运行,yùnxíng,"to move along one's course (of celestial bodies etc), (fig.) to function, to be in operation, (of a train service etc) to operate, to run, (of a computer) to run",5,yun4 xing2,yùnxíng,False
運,运,yùn,"transportation, wield, transport, revolve, utilize, use, dribble, bear, carry, utilization",5,yun4,yùn,False
月球,月球,yuèqiú,the moon,5,yue4 qiu2,yuèqiú,False
災,灾,zāi,"disaster, calamity, old variant of 災|灾[zai1]",5,zai1,zāi,False
災害,灾害,zāihài,"tragedy, cataclysm, visitation, fatality, ravage, catastrophe, disaster, suffering, calamity",5,zai1 hai4,zāihài,False
再次,再次,zàicì,"once again, once_more, second time, again, a second time, over, third, once more/again, once more",5,zai4 ci4,zàicì,False
災區,灾区,zāiqū,"disaster area, stricken region",5,zai1 qu1,zāiqū,False
災難,灾难,zāinàn,"affliction, tragedy, adversity, catastrophe, wo, misadventure, calamitous, mishap, bad luck, tribulation, smashup, cataclysm, trouble, mischance, disaster, mucker, fate, calamity, scourge, plague, infliction, visitation, misfortune, casualty, suffering, melt-down",5,zai1 nan4,zāinàn,False
在場,在场,zàichǎng,"present, be present, be on the spot, stand_by, spot, be on the scene",5,zai4 chang3,zàichǎng,False
在內,在内,zàinèi,"(included) in it, among them",5,zai4 nei4,zàinèi,False
暫時,暂时,zànshí,temporarily,5,zan4 shi2,zànshí,False
暫停,暂停,zàntíng,"suspense, suspended, suspend, intermit, set aside, discontinue, remit, stop, suspension, pause, break, time-out",5,zan4 ting2,zàntíng,False
再也,再也,zàiyě,(not) any more,5,zai4 ye3,zàiyě,False
糟,糟,zāo,"massacre, muddle, spoiled (lit., flub, fig.), pickle, goof, bumble, rotten",5,zao1,zāo,False
糟糕,糟糕,zāogāo,"terrible, Too bad!, What a mess!",5,zao1 gao1,zāogāo,False
早期,早期,zǎoqī,"early period, early phase, early stage",5,zao3 qi1,zǎoqī,False
增,增,zēng,"add, increase, rise, gain",5,zeng1,zēng,False
增產,增产,zēng chǎn,to increase production,5,zeng1 chan3,zēngchǎn,False
增大,增大,zēngdà,"to enlarge, to amplify, to magnify",5,zeng1 da4,zēngdà,False
增多,增多,zēngduō,increase (in number/quantity),5,zeng1 duo1,zēngduō,False
增強,增强,zēngqiáng,"strengthen, enhance",5,zeng1 qiang2,zēngqiáng,False
摘,摘,zhāi,"to take, to borrow, to pick (flowers, fruit etc), to pluck, to select, to remove, to take off (glasses, hat etc)",5,zhai1,zhāi,False
贈,赠,zèng,"to give as a present, to repel, to bestow an honorary title after death (old)",5,zeng4,zèng,False
展覽,展览,zhǎnlǎn,"exhibit, show, display",5,zhan3 lan3,zhǎnlǎn,False
贈送,赠送,zèngsòng,"present, complimentary, ladle, give_away, present ... as a gift, proffer, gift, give, present as gift, donate, compliment, give ... as a present",5,zeng4 song4,zèngsòng,False
占領,占领,zhànlǐng,"to occupy (a territory), to hold",5,zhan4 ling3,zhànlǐng,False
展現,展现,zhǎnxiàn,unfold before one's eyes,5,zhan3 xian4,zhǎnxiàn,False
展示,展示,zhǎnshì,"reveal, lay bare",5,zhan3 shi4,zhǎnshì,False
占有,占有,zhànyǒu,"own, have, occupy, hold",5,zhan4 you3,zhànyǒu,False
漲,涨,zhǎng,"rise, go up (of water/prices/etc.)",5,zhang3,zhǎng,False
漲價,涨价,zhǎng jià,rise in price,5,zhang3 jia4,zhǎngjià,False
掌握,掌握,zhǎngwò,"take ... into one's hands, know well, master, have in hand, grasp, command, possess, control",5,zhang3 wo4,zhǎngwò,False
招生,招生,zhāo shēng,recruit students,5,zhao1 sheng1,zhāoshēng,False
招手,招手,zhāo shǒu,"to wave, to beckon",5,zhao1 shou3,zhāoshǒu,False
珍貴,珍贵,zhēnguì,"valuable, precious",5,zhen1 gui4,zhēnguì,False
珍珠,珍珠,zhēnzhū,"pearl, CL:顆|颗[ke1]",5,zhen1 zhu1,zhēnzhū,False
珍惜,珍惜,zhēnxī,"treasure, value, cherish, foster, appreciate, hold dear, prize, care for",5,zhen1 xi1,zhēnxī,False
真誠,真诚,zhēnchéng,"sincere, genuine, true",5,zhen1 cheng2,zhēnchéng,False
真相,真相,zhēnxiàng,"fact, bottom, low-down, the real facts, dinkum, truth, real/true situation, size, score, real, lowdown, real situation, the real facts/truth, verity, the actual state of affairs, true situation, the real truth, the real situation",5,zhen1 xiang4,zhēnxiàng,False
診斷,诊断,zhěnduàn,diagnose,5,zhen3 duan4,zhěnduàn,False
真理,真理,zhēnlǐ,"god, true, gospel truth, verity, true statement, truism, gospel, truth, veritas",5,zhen1 li3,zhēnlǐ,False
振動,振动,zhèndòng,"to vibrate, to shake, vibration",5,zhen4 dong4,zhèndòng,False
震驚,震惊,zhènjīng,"shock, amaze, astonish",5,zhen4 jing1,zhènjīng,False
爭議,争议,zhēngyì,"controvert, controversy, dispute, disputation",5,zheng1 yi4,zhēngyì,False
正版,正版,zhèngbǎn,"genuine, legal, see also 盜版|盗版[dao4 ban3]",5,zheng4 ban3,zhèngbǎn,False
正如,正如,zhèngrú,"just as, precisely as",5,zheng4 ru2,zhèngrú,False
正規,正规,zhèngguī,"regular, standard",5,zheng4 gui1,zhèngguī,False
證實,证实,zhèngshí,"confirm, verify",5,zheng4 shi2,zhèngshí,False
證書,证书,zhèngshū,"credentials, certificate",5,zheng4 shu1,zhèngshū,False
正義,正义,zhèngyì,justice,5,zheng4 yi4,zhèngyì,False
掙錢,挣钱,zhèng qián,to make money,5,zheng4 qian2,zhèngqián,False
之內,之内,zhīnèi,"inside of, among, within",5,zhi1 nei4,zhīnèi,False
掙,挣,zhēng,"see 掙扎|挣扎[zheng1 zha2], to struggle to get free, to strive to acquire, to make (money)",5,zheng1,zhēng,False
之外,之外,zhīwài,"beyond, apart from, excluding",5,zhi1 wai4,zhīwài,False
之中,之中,zhīzhōng,"inside, among, within",5,zhi1 zhong1,zhīzhōng,False
之下,之下,zhīxià,"under the condition of, under, beneath, below",5,zhi1 xia4,zhīxià,False
執行,执行,zhíxíng,"carry out, execute",5,zhi2 xing2,zhíxíng,False
支出,支出,zhīchū,"defrayal, payout, outgo, outgoing, expense, disbursal, expenditure, outlay, disbursement",5,zhi1 chu1,zhīchū,False
直線,直线,zhíxiàn,"straight line, sharply (rise or fall)",5,zhi2 xian4,zhíxiàn,False
支配,支配,zhīpèi,"arrange, allocate, budget, control, dominate, govern",5,zhi1 pei4,zhīpèi,False
值班,值班,zhí bān,"to work a shift, on duty",5,zhi2 ban1,zhíbān,False
職位,职位,zhíwèi,"slot, appointment, character, berth, post, archbishopric, job, ministry, situation, office, position, spot, billet, place, posting",5,zhi2 wei4,zhíwèi,False
職能,职能,zhínéng,"function, role",5,zhi2 neng2,zhínéng,False
只不過,只不过,zhǐbuguò,"only, merely, nothing but, no more than, it's just that ...",5,zhi3 bu guo4,zhǐbuguò,False
只見,只见,zhǐjiàn,Only see,5,zhi3 jian4,zhǐjiàn,False
指標,指标,zhǐbiāo,"directive, characteristic, guideline, quota, index, norm, indication, fingerboard, indicant, loadstar, guiding principle, target, needle, fingerpost, pointer, indicator",5,zhi3 biao1,zhǐbiāo,False
職務,职务,zhíwù,"engagement, job, part, office, line of duty, contribution, ministration, task, responsibility, commission, post, line of work, affair, hat, function, situation, occupation, line, province, share, duties, business, duty",5,zhi2 wu4,zhíwù,False
指示,指示,zhǐshì,"indicate, point out, instruct",5,zhi3 shi4,zhǐshì,False
指甲,指甲,zhǐjia,fingernail,5,zhi3 jia,zhǐjia,False
指責,指责,zhǐzé,"censure, criticize",5,zhi3 ze2,zhǐzé,False
製成,制成,zhìchéng,"hew, make, successfully complete",5,zhi4 cheng2,zhìchéng,False
至,至,zhì,"to, until, till",5,zhi4,zhì,False
治安,治安,zhìān,"peace, order, public security, police, public order, security, public order/security",5,zhi4 an1,zhìān,False
制約,制约,zhìyuē,"to restrict, condition",5,zhi4 yue1,zhìyuē,False
中斷,中断,zhōngduàn,"to cut short, to break off, to discontinue, to interrupt",5,zhong1 duan4,zhōngduàn,False
中秋節,中秋节,Zhōngqiūjié,the Mid-Autumn Festival on 15th of 8th lunar month,5,zhong1 qiu1 jie2,zhōngqiūjié,False
治理,治理,zhìlǐ,"administer, govern, bring under control, put in order",5,zhi4 li3,zhìlǐ,False
中央,中央,zhōngyāng,central authorities (of state/party/etc.),5,zhong1 yang1,zhōngyāng,False
中藥,中药,zhōngyào,trad. Ch. medicine,5,zhong1 yao4,zhōngyào,False
終點,终点,zhōngdiǎn,"terminal point, destination, finish line",5,zhong1 dian3,zhōngdiǎn,False
終身,终身,zhōngshēn,"lifetime, life, marriage, all one's life, lifelong",5,zhong1 shen1,zhōngshēn,False
終止,终止,zhōngzhǐ,"stop, end",5,zhong1 zhi3,zhōngzhǐ,False
中毒,中毒,zhòng dú,"poison, taint, be poisoned",5,zhong4 du2,zhòngdú,False
週期,周期,zhōuqī,"period, cycle",5,zhou1 qi1,zhōuqī,False
眾多,众多,zhòngduō,"multitudinous, numerous",5,zhong4 duo1,zhòngduō,False
竹子,竹子,zhúzi,bamboo,5,zhu2 zi,zhúzi,False
主辦,主办,zhǔbàn,"sponsor, direct, direction, host, give",5,zhu3 ban4,zhǔbàn,False
主觀,主观,zhǔguān,subjective,5,zhu3 guan1,zhǔguān,False
主體,主体,zhǔtǐ,"main body, body, hypostasis, main body/part, subject, principal part, corpus, main part, part",5,zhu3 ti3,zhǔtǐ,False
主管,主管,zhǔguǎn,person in charge,5,zhu3 guan3,zhǔguǎn,False
助理,助理,zhùlǐ,"aide, adjunct, coadjutant, assistant, ancillary, auxiliary",5,zhu4 li3,zhùlǐ,False
助手,助手,zhùshǒu,"assistant, helper",5,zhu4 shou3,zhùshǒu,False
主導,主导,zhǔdǎo,"leading, dominant, guiding",5,zhu3 dao3,zhǔdǎo,False
注視,注视,zhùshì,"to watch attentively, to gaze at",5,zhu4 shi4,zhùshì,False
注射,注射,zhùshè,inject,5,zhu4 she4,zhùshè,False
註冊,注册,zhù cè,register,5,zhu4 ce4,zhùcè,False
注重,注重,zhùzhòng,"lay stress on, pay attention to",5,zhu4 zhong4,zhùzhòng,False
祝賀,祝贺,zhùhè,"to congratulate, congratulations, CL:個|个[ge4]",5,zhu4 he4,zhùhè,False
專輯,专辑,zhuānjí,"album, special issue, record album, special issue of periodical, short films, special collection of pamphlets, short films, etc., special collection of pamphlets, short f, etc.",5,zhuan1 ji2,zhuānjí,False
專利,专利,zhuānlì,patent,5,zhuan1 li4,zhuānlì,False
轉化,转化,zhuǎnhuà,"to change, to transform, isomerization (chemistry)",5,zhuan3 hua4,zhuǎnhuà,False
轉換,转换,zhuǎnhuàn,"change, transform",5,zhuan3 huan4,zhuǎnhuàn,False
轉讓,转让,zhuǎnràng,"transfer (technology, goods etc), conveyancing (property)",5,zhuan3 rang4,zhuǎnràng,False
轉向,转向,zhuǎn xiàng,"to change direction, fig. to change one's stance, to get lost, to lose one's way",5,zhuan3 xiang4,zhuǎnxiàng,False
裝飾,装饰,zhuāngshì,ornament,5,zhuang1 shi4,zhuāngshì,False
撞,撞,zhuàng,"to knock against, to bump into, to run into, to meet by accident",5,zhuang4,zhuàng,False
資產,资产,zīchǎn,"resource, belongings, holding, material possession, asset, capital fund, competency, substance, property, capital, assets",5,zi1 chan3,zīchǎn,False
資本,资本,zīběn,"capitalization, principal, principal sum, finance, sth. capitalized on, corpus, working capital, capital",5,zi1 ben3,zīběn,False
子彈,子弹,zǐdàn,"bullet, CL:粒[li4],顆|颗[ke1],發|发[fa1]",5,zi3 tan2,zǐtán,True
仔細,仔细,zǐxì,"careful, be careful, look out",5,zi3 xi4,zǐxì,False
資助,资助,zīzhù,"to subsidize, to provide financial aid, subsidy",5,zi1 zhu4,zīzhù,False
自殺,自杀,zìshā,commit suicide,5,zi4 sha1,zìshā,False
紫,紫,zǐ,"purple, violet, amethyst, Lithospermum erythrorhizon (flowering plant whose root provides red purple dye), Japanese: murasaki",5,zi3,zǐ,False
自豪,自豪,zìháo,"pride, pride oneself on",5,zi4 hao2,zìháo,False
總裁,总裁,zǒngcái,"head examiner, director-general, president, governor",5,zong3 cai2,zǒngcái,False
總數,总数,zǒngshù,"result, all, amount of money, aggregate, sum total, summation, amount, number, sum, total, tale, sum of money, totality, capita, quantity",5,zong3 shu4,zǒngshù,False
總體,总体,zǒngtǐ,"completely, totally, total, entire, overall, population (statistics)",5,zong3 ti3,zǒngtǐ,False
總算,总算,zǒngsuàn,"at long last, finally",5,zong3 suan4,zǒngsuàn,False
自願,自愿,zìyuàn,"voluntary, act voluntarily",5,zi4 yuan4,zìyuàn,False
阻礙,阻碍,zǔài,"hinder, block, impede, bar",5,zu3 ai4,zǔài,False
組織,组织,zǔzhī,"tissue, nerve, weave, organization, organized system",5,zu3 zhi1,zǔzhī,False
醉,醉,zuì,intoxicated,5,zui4,zuì,False
尊敬,尊敬,zūnjìng,"respect, honor, esteem",5,zun1 jing4,zūnjìng,False
尊重,尊重,zūnzhòng,"respect, value, esteem",5,zun1 zhong4,zūnzhòng,False
遵守,遵守,zūnshǒu,"honour, comply with, obey, keep, hold back, abide, keep back, comply, observe, abide_by, observance, abide by, respect, restrain, honor",5,zun1 shou3,zūnshǒu,False
挨著,挨着,āizhe,near,6,ai1 zhe,āizhe,False
挨,挨,āi,"in order, in sequence, close to, adjacent to, to suffer, to endure, to pull through (hard times), to delay, to stall, to play for time, to dawdle",6,ai1,āi,False
安檢,安检,ānjiǎn,safety check,6,an1 jian3,ānjiǎn,False
罷工,罢工,bàgōng,go on strike,6,ba4 gong1,bàgōng,False
挨打,挨打,ái dǎ,"to take a beating, to get thrashed, to come under attack",6,ai2 da3,áidǎ,False
白領,白领,báilǐng,"white collar, business person",6,bai2 ling3,báilǐng,False
辦公,办公,bàn gōng,"work (usu. in an office), transact, work, handle official business",6,ban4 gong1,bàngōng,False
百分點,百分点,bǎifēndiǎn,percentage point,6,bai3 fen1 dian3,bǎifēndiǎn,False
辦學,办学,bàn xué,to run a school,6,ban4 xue2,bànxué,False
辦事處,办事处,bànshìchù,"office, agency",6,ban4 shi4 chu4,bànshìchù,False
半決賽,半决赛,bànjuésài,semifinals,6,ban4 jue2 sai4,bànjuésài,False
罷了,罢了,bàle,particle: elucidating a previous proposition so as to diminish its effect,6,ba4 liao3,bàliǎo,True
保健,保健,bǎojiàn,"health care, health protection, care for one's health",6,bao3 jian4,bǎojiàn,False
報刊,报刊,bàokān,"newspapers and periodicals, the press",6,bao4 kan1,bàokān,False
傍晚,傍晚,bàngwǎn,"in the evening, when night falls, towards evening, at night fall, at dusk",6,bang4 wan3,bàngwǎn,False
暴風雨,暴风雨,bàofēngyǔ,"rainstorm, storm, tempest",6,bao4 feng1 yu3,bàofēngyǔ,False
抱歉,抱歉,bàoqiàn,"to be sorry, to feel apologetic, sorry!",6,bao4 qian4,bàoqiàn,False
暴露,暴露,bàolù,"unmask, divulge, expose, develop, bewray, unhood, unhusk, uncover, lay bare, show_up, reveal, flash, uncase, debunk, discover, unkennel, revelation, betray, give_away, unveil",6,bao4 lu4,bàolù,False
報考,报考,bàokǎo,enter oneself for an examination,6,bao4 kao3,bàokǎo,False
爆,爆,bào,"to explode or burst, to quick fry or quick boil",6,bao4,bào,False
暴雨,暴雨,bàoyǔ,"torrential rain, rainstorm, CL:場|场[chang2],陣|阵[zhen4]",6,bao4 yu3,bàoyǔ,False
爆炸,爆炸,bàozhà,"explode, blow up",6,bao4 zha4,bàozhà,False
暴力,暴力,bàolì,"violence, force",6,bao4 li4,bàolì,False
悲慘,悲惨,bēicǎn,"tragic, pathetic, miserable",6,bei1 can3,bēicǎn,False
爆發,爆发,bàofā,"erupt, burst/break out",6,bao4 fa1,bàofā,False
背著,背着,bēizhe,Carry on,6,bei4 zhe,bèizhe,True
背心,背心,bèixīn,"sleeveless garment (vest, waistcoat, singlet, tank top etc), CL:件[jian4]",6,bei4 xin1,bèixīn,False
本,本,běn,det.: this,6,ben3,běn,False
奔跑,奔跑,bēnpǎo,to run,6,ben1 pao3,bēnpǎo,False
被告,被告,bèigào,"tenant, indictee, accused, respondent, defendant, suspect, the accused, appellee",6,bei4 gao4,bèigào,False
本期,本期,běnqī,"the current period, this term (usually in finance)",6,ben3 qi1,běnqī,False
本身,本身,běnshēn,"per se, self, oneself, identity, itself",6,ben3 shen1,běnshēn,False
本質,本质,běnzhì,"suchness, basic nature, intrinsic quality, substantial, essentiality, innate character, entity, essential quality, basics, inbeing, essential, nature, self, feather, intrinsic, quiddity, being, substance, metal, quintessence, principle, kind, hypostasis, essence, fiber, internal, spirit, inwardness, woof, basis, gist",6,ben3 zhi4,běnzhì,False
本土,本土,běntǔ,"mainland, native, one's native country, metropolitan territory, continent",6,ben3 tu3,běntǔ,False
逼,逼,bī,"extort, press for, press on towards, drive, force, compel, close in on, press up to",6,bi1,bī,False
本地,本地,běndì,"local, this locality",6,ben3 di4,běndì,False
必將,必将,bìjiāng,inevitably,6,bi4 jiang1,bìjiāng,False
筆試,笔试,bǐshì,"written examination, paper test (for an applicant)",6,bi3 shi4,bǐshì,False
邊緣,边缘,biānyuán,"margin, brink, periphery, bead, brim, borderline, skirt, lip, fringe, delimitation, flange, threshold, boundary line, perimeter, rand, outer boundary, hem, line, border, verge, marginality, marge, skirting, edging, edge, corner, rim",6,bian1 yuan2,biānyuán,False
必修,必修,bìxiū,"required/obligatory (course), obligatory, obligatory (course), required",6,bi4 xiu1,bìxiū,False
閉,闭,bì,"shut, stop, close, stop up, obstruct, switch off, obstruction, turn off, seel",6,bi4,bì,False
扁,扁,biǎn,"surname Pian, flat, (coll.) to beat (sb) up, old variant of 匾[bian3], small boat",6,bian3,biǎn,False
編制,编制,biānzhì,authorized staff/force,6,bian1 zhi4,biānzhì,False
變更,变更,biàngēng,"change, modify",6,bian4 geng1,biàngēng,False
變形,变形,biàn xíng,"deformation, to become deformed, to change shape, to morph",6,bian4 xing2,biànxíng,False
變換,变换,biànhuàn,"to transform, to convert, to vary, to alternate, a transformation",6,bian4 huan4,biànhuàn,False
便是,便是,biànshì,even if,6,bian4 shi4,biànshì,False
便,便,biàn,"as early as, soon afterwards, little as, as early, and then, and so, so, as early/little as, as little as, then, in that case",6,bian4,biàn,False
遍地,遍地,biàndì,"everywhere, all over",6,bian4 di4,biàndì,False
表面上,表面上,biǎomiànshang,Surface on the surface,6,biao3 mian4 shang4,biǎomiàn shàng,True
病情,病情,bìngqíng,patient's condition,6,bing4 qing2,bìngqíng,False
撥打,拨打,bōdǎ,"to call, to dial",6,bo1 da3,bōdǎ,False
病房,病房,bìngfáng,"sickroom, ward, hospital ward, hospital room",6,bing4 fang2,bìngfáng,False
波浪,波浪,bōlàng,wave,6,bo1 lang4,bōlàng,False
播,播,bō,"to sow, to scatter, to spread, to broadcast, Taiwan pr. [bo4]",6,bo1,bō,False
波動,波动,bōdòng,"undulate, fluctuate",6,bo1 dong4,bōdòng,False
不見,不见,bùjiàn,"not to see, not to meet, to have disappeared, to be missing",6,bu4 jian4,bùjiàn,False
不便,不便,bùbiàn,"inconvenient, inappropriate",6,bu4 bian4,bùbiàn,False
不再,不再,bùzài,no more/longer,6,bu4 zai4,bùzài,False
不料,不料,bùliào,unexpectedly,6,bu4 liao4,bùliào,False
不至於,不至于,bùzhìyú,"unlikely to go so far as to, not as bad as",6,bu4 zhi4 yu2,bùzhìyú,False
補考,补考,bǔkǎo,"to sit for a makeup exam, to resit an exam, makeup exam, resit",6,bu3 kao3,bǔkǎo,False
補習,补习,bǔxí,take lessons after school/work,6,bu3 xi2,bǔxí,False
補課,补课,bǔ kè,"to make up missed lesson, to reschedule a class",6,bu3 ke4,bǔkè,False
補助,补助,bǔzhù,subsidize,6,bu3 zhu4,bǔzhù,False
不成,不成,bùchéng,"won't do, unable to, (at the end of a rhetorical question) can that be?",6,bu4 cheng2,bùchéng,False
捕,捕,bǔ,"prawn, seizure, seize, arrest, catch",6,bu3,bǔ,False
不禁,不禁,bùjīn,can't help (doing sth.),6,bu4 jin1,bùjīn,False
不僅僅,不仅仅,bùjǐnjǐn,not only,6,bu4 jin3 jin3,bùjǐnjǐn,False
不通,不通,bùtōng,"to be obstructed, to be blocked up, to be impassable, to make no sense, to be illogical",6,bu4 tong1,bùtōng,False
不怎麼樣,不怎么样,bù zěnmeyàng,"not up to much, very indifferent, nothing great about it, nothing good to be said about it",6,bu4 zen3 me yang4,bùzěnmeyàng,False
不值,不值,bùzhí,not worth,6,bu4 zhi2,bùzhí,False
不怎麼,不怎么,bùzěnme,"not very, not particularly",6,bu4 zen3 me,bùzěnme,False
布滿,布满,bùmǎn,"to be covered with, to be filled with",6,bu4 man3,bùmǎn,False
部隊,部队,bùduì,"military personnel, troops, troop, regular army, soldiery, army, party, company",6,bu4 dui4,bùduì,False
採納,采纳,cǎinà,"to accept, to adopt",6,cai3 na4,cǎinà,False
參賽,参赛,cān sài,"take part in match, enter competition",6,can1 sai4,cānsài,False
踩,踩,cǎi,"tread, tramp, tromp, scrunch, trample, walk, step, step on",6,cai3,cǎi,False
參展,参展,cān zhǎn,participate in exhibition,6,can1 zhan3,cānzhǎn,False
餐,餐,cān,m.[event],6,can1,cān,False
殘疾,残疾,cánji,"disabled, handicapped, deformity on a person or animal",6,can2 ji2,cánjí,True
殘疾人,残疾人,cánjírén,disabled person,6,can2 ji2 ren2,cánjírén,False
殘酷,残酷,cánkù,"brutal, ruthless",6,can2 ku4,cánkù,False
倉庫,仓库,cāngkù,"depot, storehouse, warehouse",6,cang1 ku4,cāngkù,False
慘,惨,cǎn,"tragic, gloomy, savage, sorrowful, cruel, pitiful, miserable, dark",6,can3,cǎn,False
藏,藏,cáng,"lay by, concealment, conceal, hide, store",6,cang2,cáng,False
操縱,操纵,cāozòng,"operate, control, rig, manipulate",6,cao1 zong4,cāozòng,False
側,侧,cè,"the side, to incline towards, to lean, inclined, lateral, side, lean on one side",6,ce4,cè,False
廁所,厕所,cèsuǒ,"john, W.C., can, jakes, lavatory, lav, cloaca, crapper, privy, water closet, bathroom, bog, washroom, closet, convenience, stool, rear, latrine, loo, facility, toilet, John, cloakroom",6,ce4 suo3,cèsuǒ,False
測定,测定,cèdìng,to survey and evaluate,6,ce4 ding4,cèdìng,False
策劃,策划,cèhuà,"to plot, to scheme, to bring about, to engineer, planning, producer, planner",6,ce4 hua4,cèhuà,False
策略,策略,cèlüè,"coup, resource, enginery, wile, stratagem, gambit, practice, plant, diplomacy, artifice, trap, twist, tactical manoeuver, policy, game, mechanism, game plan, ambush, chicanery, finesse, lying in wait, maneuvering, joker, tactics, gimmick, manoeuvering, plan, device, art, tactical maneuver, maneuver, measure, play, tactic, manoeuvre, mechanics, tack, ambuscade, trickery, strategy, setup, r",6,ce4 lve4,cèlüè,False
層面,层面,céngmiàn,"storey, level, side, story, range, floor, coverage",6,ceng2 mian4,céngmiàn,False
差異,差异,chāyì,"gap, departure, spread, variance, divergence, difference, diversity, discrepancy, imparity, disparity, contrast, interval, differentia, distinction",6,cha1 yi4,chāyì,False
查出,查出,cháchū,"find, look_up, smell, investigate, find_out, find out, smoke_out, detect, track_down, smoke out, examine",6,cha2 chu1,cháchū,False
查看,查看,chákàn,"to look over, to examine, to check up, to ferret out",6,cha2 kan4,chákàn,False
拆遷,拆迁,chāiqiān,to demolish a building and relocate the inhabitants,6,chai1 qian1,chāiqiān,False
產量,产量,chǎnliàng,"turnout, turnoff, outturn, capacity, output, produce, product, fruitage, throughput, fruit, production, yield, crop",6,chan3 liang4,chǎnliàng,False
昌盛,昌盛,chāngshèng,prosperous,6,chang1 sheng4,chāngshèng,False
長假,长假,chángjià,"long vacation, refers to one week national holiday in PRC starting 1st May and 1st Oct",6,chang2 jia4,chángjià,False
長短,长短,chángduǎn,"length, duration, accident, right and wrong, good and bad, long and short",6,chang2 duan3,chángduǎn,False
長跑,长跑,chángpǎo,long-distance running,6,chang2 pao3,chángpǎo,False
長遠,长远,chángyuǎn,"long-range, long, long-term, far-reaching",6,chang2 yuan3,chángyuǎn,False
常規,常规,chángguī,"code of conduct, conventions, common practice, routine (medical procedure etc)",6,chang2 gui1,chángguī,False
長久,长久,chángjiǔ,"permanently, long, for a long time",6,chang2 jiu3,chángjiǔ,False
常年,常年,chángnián,"all year round, for years on end, average year",6,chang2 nian2,chángnián,False
場地,场地,chǎngdì,"grounds, site, ground, yard, precinct, space, course, place, park, property",6,chang3 di4,chǎngdì,False
廠商,厂商,chǎngshāng,"factory owner, factories and stores, firm, maker, business organization, business concern, manufacturing business, concern, manufacturer, business",6,chang3 shang1,chǎngshāng,False
場館,场馆,chǎngguǎn,"sporting venue, arena",6,chang3 guan3,chǎngguǎn,False
場景,场景,chǎngjǐng,"stage set, set, scenery, spectacle, scene, setting, set decoration",6,chang3 jing3,chǎngjǐng,False
暢通,畅通,chàngtōng,"unimpeded, free-flowing, straight path, unclogged, move without obstruction",6,chang4 tong1,chàngtōng,False
超出,超出,chāo chū,"to exceed, to overstep, to go too far, to encroach",6,chao1 chu1,chāochū,False
炒,炒,chǎo,"saute, stir-fry, roast, speculate, parch, fry, saut#2e, fire, saut#2 e, sack, scramble",6,chao3,chǎo,False
超,超,chāo,"to exceed, to overtake, to surpass, to transcend, to pass, to cross, ultra-, super-",6,chao1,chāo,False
炒股,炒股,chǎo gǔ,(coll.) to speculate in stocks,6,chao3 gu3,chǎogǔ,False
車號,车号,chēhào,Car number,6,che1 hao4,chēhào,False
炒作,炒作,chǎozuò,stir,6,chao3 zuo4,chǎozuò,False
車展,车展,chēzhǎn,motor show,6,che1 zhan3,chēzhǎn,False
車牌,车牌,chēpái,license plate,6,che1 pai2,chēpái,False
撤銷,撤销,chèxiāo,"cancel, rescind, revoke",6,che4 xiao1,chèxiāo,False
撤離,撤离,chèlí,"to withdraw from, to evacuate",6,che4 li2,chèlí,False
撐,撑,chēng,"prop up, brace, push/move with a pole, maintain, keep up",6,cheng1,chēng,False
成分,成分,chéngfen,"constitution, class/economic status, composition, economic status, component_part, ingredient, one's profession or economic status, profession, component part, grammatical constituent, class, constituent, one's class status, class status, element, component, metal",6,cheng2 fen4,chéngfèn,True
成品,成品,chéngpǐn,"end, end product, turnoff, end/finished product, finished product, facture",6,cheng2 pin3,chéngpǐn,False
承諾,承诺,chéngnuò,promise,6,cheng2 nuo4,chéngnuò,False
城區,城区,chéngqū,"city district, urban area",6,cheng2 qu1,chéngqū,False
城鄉,城乡,chéngxiāng,"urban and rural, town and country",6,cheng2 xiang1,chéngxiāng,False
城鎮,城镇,chéngzhèn,cities and towns,6,cheng2 zhen4,chéngzhèn,False
成,成,chéng,"become, turn into",6,cheng2,chéng,False
衝擊,冲击,chōngjī,"lash, pound, charge, assault",6,chong1 ji1,chōngjī,False
持有,持有,chíyǒu,"boast, take, possess, hold, carry",6,chi2 you3,chíyǒu,False
重建,重建,chóngjiàn,"to rebuild, to reestablish, reconstruction, rebuilding",6,chong2 jian4,chóngjiàn,False
寵物,宠物,chǒngwù,pet,6,chong3 wu4,chǒngwù,False
崇拜,崇拜,chóngbài,"worship, adore",6,chong2 bai4,chóngbài,False
重組,重组,chóngzǔ,"to reorganize, to recombine, recombination",6,chong2 zu3,chóngzǔ,False
沖,冲,chōng,"charge, rush, dash",6,chong1,chōng,False
